Student_ID,Attendance_Pct,Study_Hours_Per_Day,Previous_CGPA,Sleep_Hours,Social_Hours_Week,Final_CGPA,Grade_Diff,Grade_Group
ID00585,70.3,7.1,3.7,7.3,13,4.0,0.2999999999999998,1_상위권 유지(Top 15%)
ID00589,97.9,3.9,3.97,6.8,9,4.0,0.029999999999999805,1_상위권 유지(Top 15%)
ID00595,86.7,10.9,3.33,5.9,6,4.0,0.6699999999999999,2_성적 0.5이상 상승
ID00608,96.1,5.7,3.29,6.3,11,3.82,0.5299999999999998,2_성적 0.5이상 상승
ID00610,91.2,4.2,3.96,6.1,5,4.0,0.040000000000000036,1_상위권 유지(Top 15%)
ID00614,74.0,8.1,3.92,6.4,7,4.0,0.08000000000000007,1_상위권 유지(Top 15%)
ID00619,90.7,3.3,3.7,5.5,9,4.0,0.2999999999999998,1_상위권 유지(Top 15%)
ID00621,83.6,14.0,3.11,8.0,8,3.82,0.71,2_성적 0.5이상 상승
ID00622,88.9,7.5,3.95,7.4,6,4.0,0.04999999999999982,1_상위권 유지(Top 15%)
ID00625,100.0,6.7,2.41,6.9,10,2.98,0.5699999999999998,2_성적 0.5이상 상승
ID00629,91.2,8.2,3.78,7.8,9,4.0,0.2200000000000002,1_상위권 유지(Top 15%)
ID00642,89.1,2.0,3.93,4.0,11,4.0,0.06999999999999984,1_상위권 유지(Top 15%)
ID00660,100.0,7.1,3.1,7.5,6,3.71,0.6099999999999999,2_성적 0.5이상 상승
ID00672,81.3,3.2,3.86,6.0,12,4.0,0.14000000000000012,1_상위권 유지(Top 15%)
ID00675,100.0,9.4,2.74,5.3,9,3.38,0.6399999999999997,2_성적 0.5이상 상승
ID00677,82.0,7.1,3.11,6.4,12,3.68,0.5700000000000003,2_성적 0.5이상 상승
ID00686,91.6,4.9,3.12,7.6,6,3.67,0.5499999999999998,2_성적 0.5이상 상승
ID00690,100.0,6.7,3.08,7.4,9,3.73,0.6499999999999999,2_성적 0.5이상 상승
ID00693,97.3,10.5,3.05,6.1,15,3.58,0.5300000000000002,2_성적 0.5이상 상승
ID00699,89.9,2.7,3.83,6.4,10,4.0,0.16999999999999993,1_상위권 유지(Top 15%)
ID00701,96.7,11.7,3.2,6.5,9,4.0,0.7999999999999998,2_성적 0.5이상 상승
ID00707,75.6,1.8,4.0,6.6,11,4.0,0.0,1_상위권 유지(Top 15%)
ID00711,93.3,8.1,2.95,6.7,7,3.56,0.6099999999999999,2_성적 0.5이상 상승
ID00712,81.6,1.1,3.71,8.7,9,3.88,0.16999999999999993,1_상위권 유지(Top 15%)
ID00721,93.6,6.1,2.43,7.5,4,3.0,0.5699999999999998,2_성적 0.5이상 상승
ID00722,100.0,3.2,3.73,8.7,4,3.94,0.20999999999999996,1_상위권 유지(Top 15%)
ID00723,92.1,6.6,2.86,6.1,6,3.38,0.52,2_성적 0.5이상 상승
ID00735,60.8,3.1,3.44,4.1,16,2.94,-0.5,3_성적 0.5이하 하락
ID00739,100.0,7.7,3.21,5.2,5,3.77,0.56,2_성적 0.5이상 상승
ID00745,91.1,9.7,3.25,7.6,5,4.0,0.75,2_성적 0.5이상 상승
ID00756,84.4,9.6,2.48,8.3,6,3.11,0.6299999999999999,2_성적 0.5이상 상승
ID00781,87.7,7.8,2.26,7.3,14,2.83,0.5700000000000003,2_성적 0.5이상 상승
ID00783,66.6,5.1,3.86,7.2,10,3.88,0.020000000000000018,1_상위권 유지(Top 15%)
ID00788,100.0,0.3,4.0,6.2,8,4.0,0.0,1_상위권 유지(Top 15%)
ID00789,100.0,4.4,3.93,8.9,6,4.0,0.06999999999999984,1_상위권 유지(Top 15%)
ID00792,74.6,6.0,3.7,7.1,8,3.87,0.16999999999999993,1_상위권 유지(Top 15%)
ID00803,81.7,4.2,4.0,4.7,9,4.0,0.0,1_상위권 유지(Top 15%)
ID00804,80.6,6.3,2.74,6.6,8,3.25,0.5099999999999998,2_성적 0.5이상 상승
ID00806,84.6,3.0,3.88,9.4,11,4.0,0.1200000000000001,1_상위권 유지(Top 15%)
ID00811,87.9,3.0,2.73,6.4,9,3.23,0.5,2_성적 0.5이상 상승
ID00813,91.3,14.0,3.14,10.0,13,3.78,0.6399999999999997,2_성적 0.5이상 상승
ID00824,100.0,9.0,3.18,8.6,9,3.78,0.5999999999999996,2_성적 0.5이상 상승
ID00827,71.1,3.1,3.76,7.0,4,3.92,0.16000000000000014,1_상위권 유지(Top 15%)
ID00836,100.0,6.9,3.13,7.5,9,3.76,0.6299999999999999,2_성적 0.5이상 상승
ID00844,99.9,7.6,2.61,5.2,11,3.18,0.5700000000000003,2_성적 0.5이상 상승
ID00846,62.1,5.9,3.87,7.5,13,3.9,0.029999999999999805,1_상위권 유지(Top 15%)
ID00850,80.5,1.3,3.84,6.1,7,4.0,0.16000000000000014,1_상위권 유지(Top 15%)
ID00865,100.0,7.8,2.82,5.3,5,3.35,0.5300000000000002,2_성적 0.5이상 상승
ID00877,93.9,9.6,2.72,6.1,7,3.41,0.69,2_성적 0.5이상 상승
ID00882,85.4,6.8,3.29,8.1,7,3.87,0.5800000000000001,2_성적 0.5이상 상승
ID00895,91.3,7.3,2.59,7.8,7,3.19,0.6000000000000001,2_성적 0.5이상 상승
ID00898,91.1,6.6,3.32,6.8,7,3.95,0.6300000000000003,2_성적 0.5이상 상승
ID00908,100.0,6.3,3.14,7.4,12,3.65,0.5099999999999998,2_성적 0.5이상 상승
ID00915,96.6,7.0,3.36,7.3,10,4.0,0.6400000000000001,2_성적 0.5이상 상승
ID00918,76.7,10.6,4.0,8.5,7,4.0,0.0,1_상위권 유지(Top 15%)
ID00924,80.5,7.3,3.77,5.8,9,4.0,0.22999999999999998,1_상위권 유지(Top 15%)
ID00931,63.6,3.9,4.0,4.0,5,3.97,-0.029999999999999805,1_상위권 유지(Top 15%)
ID00942,89.8,7.6,2.59,6.7,6,3.14,0.5500000000000003,2_성적 0.5이상 상승
ID00945,87.9,10.8,3.81,4.8,9,4.0,0.18999999999999995,1_상위권 유지(Top 15%)
ID00952,70.7,4.7,3.89,6.3,5,4.0,0.10999999999999988,1_상위권 유지(Top 15%)
ID00958,67.3,5.6,3.98,7.5,11,4.0,0.020000000000000018,1_상위권 유지(Top 15%)
ID00960,92.5,3.5,3.76,9.0,9,4.0,0.2400000000000002,1_상위권 유지(Top 15%)
ID00965,87.4,11.9,3.04,7.4,6,3.93,0.8900000000000001,2_성적 0.5이상 상승
ID00966,99.6,8.7,3.28,8.4,6,3.83,0.5500000000000003,2_성적 0.5이상 상승
ID00973,83.0,13.9,3.43,9.2,4,4.0,0.5699999999999998,2_성적 0.5이상 상승
ID00974,88.1,3.2,4.0,8.4,8,4.0,0.0,1_상위권 유지(Top 15%)
ID00978,100.0,5.6,4.0,5.0,4,4.0,0.0,1_상위권 유지(Top 15%)
ID00984,62.0,1.8,4.0,7.6,6,4.0,0.0,1_상위권 유지(Top 15%)
ID00985,59.7,2.8,2.61,5.8,10,2.0,-0.6099999999999999,3_성적 0.5이하 하락
ID01011,95.3,2.7,3.71,6.7,7,3.93,0.2200000000000002,1_상위권 유지(Top 15%)
ID01020,92.1,5.1,3.72,6.6,8,4.0,0.2799999999999998,1_상위권 유지(Top 15%)
ID01023,86.7,1.8,3.71,6.1,12,3.87,0.16000000000000014,1_상위권 유지(Top 15%)
ID01029,85.9,6.7,2.67,10.0,8,3.21,0.54,2_성적 0.5이상 상승
ID01035,100.0,8.4,3.32,9.3,10,3.91,0.5900000000000003,2_성적 0.5이상 상승
ID01045,82.9,6.8,3.21,7.5,6,3.83,0.6200000000000001,2_성적 0.5이상 상승
ID01047,88.8,2.8,4.0,8.7,8,4.0,0.0,1_상위권 유지(Top 15%)
ID01056,80.9,9.0,2.0,5.6,8,2.67,0.6699999999999999,2_성적 0.5이상 상승
ID01057,100.0,5.2,4.0,7.0,8,4.0,0.0,1_상위권 유지(Top 15%)
ID01069,88.3,5.5,2.68,7.1,10,3.18,0.5,2_성적 0.5이상 상승
ID01075,100.0,8.8,3.43,7.3,6,4.0,0.5699999999999998,2_성적 0.5이상 상승
ID01081,59.2,2.7,4.0,5.6,9,3.5,-0.5,3_성적 0.5이하 하락
ID01083,85.7,10.0,3.42,6.3,11,4.0,0.5800000000000001,2_성적 0.5이상 상승
ID01086,81.5,11.0,3.0,6.8,6,3.62,0.6200000000000001,2_성적 0.5이상 상승
ID01093,85.9,3.3,4.0,5.4,4,4.0,0.0,1_상위권 유지(Top 15%)
ID01095,89.7,1.8,3.66,7.7,9,3.92,0.2599999999999998,1_상위권 유지(Top 15%)
ID01103,82.1,10.4,2.76,7.1,13,3.55,0.79,2_성적 0.5이상 상승
ID01104,58.3,1.4,2.74,5.0,11,2.15,-0.5900000000000003,3_성적 0.5이하 하락
ID01108,100.0,11.5,2.77,7.3,8,3.69,0.9199999999999999,2_성적 0.5이상 상승
ID01112,70.6,0.8,3.55,9.8,16,2.96,-0.5899999999999999,3_성적 0.5이하 하락
ID01124,92.5,5.2,2.76,6.9,5,3.3,0.54,2_성적 0.5이상 상승
ID01126,84.8,9.6,3.41,6.8,7,4.0,0.5899999999999999,2_성적 0.5이상 상승
ID01127,86.0,7.1,2.63,6.9,5,3.22,0.5900000000000003,2_성적 0.5이상 상승
ID01128,74.1,4.0,3.95,6.2,10,3.95,0.0,1_상위권 유지(Top 15%)
ID01154,100.0,5.1,3.03,8.4,7,3.53,0.5,2_성적 0.5이상 상승
ID01162,86.7,10.5,3.24,6.6,10,3.91,0.6699999999999999,2_성적 0.5이상 상승
ID01163,100.0,4.7,4.0,5.9,6,4.0,0.0,1_상위권 유지(Top 15%)
ID01169,98.8,1.4,3.93,6.5,10,4.0,0.06999999999999984,1_상위권 유지(Top 15%)
ID01174,85.6,7.0,3.9,7.6,7,4.0,0.10000000000000009,1_상위권 유지(Top 15%)
ID01176,91.9,14.0,2.54,7.1,13,3.48,0.94,2_성적 0.5이상 상승
ID01180,94.1,7.5,2.85,8.1,5,3.46,0.6099999999999999,2_성적 0.5이상 상승
ID01181,100.0,7.7,3.81,7.3,8,4.0,0.18999999999999995,1_상위권 유지(Top 15%)
ID01182,86.0,3.2,3.86,7.4,7,4.0,0.14000000000000012,1_상위권 유지(Top 15%)
ID01184,100.0,6.6,2.25,7.9,7,2.85,0.6000000000000001,2_성적 0.5이상 상승
ID01186,81.2,3.6,3.22,7.8,7,3.72,0.5,2_성적 0.5이상 상승
ID01189,97.4,7.7,3.06,8.6,6,3.58,0.52,2_성적 0.5이상 상승
ID01192,76.9,4.1,3.94,6.3,14,3.89,-0.04999999999999982,1_상위권 유지(Top 15%)
ID01197,94.3,9.0,2.54,10.0,10,3.16,0.6200000000000001,2_성적 0.5이상 상승
ID01199,86.9,7.9,3.3,6.8,7,3.89,0.5900000000000003,2_성적 0.5이상 상승
ID01200,81.7,4.4,3.83,8.7,12,3.91,0.08000000000000007,1_상위권 유지(Top 15%)
ID01204,86.8,13.6,2.41,7.9,4,3.14,0.73,2_성적 0.5이상 상승
ID01209,58.4,2.6,2.92,4.7,6,2.4,-0.52,3_성적 0.5이하 하락
ID01210,94.6,7.9,3.5,5.9,4,4.0,0.5,2_성적 0.5이상 상승
ID01217,92.2,2.2,3.9,8.2,7,4.0,0.10000000000000009,1_상위권 유지(Top 15%)
ID01219,87.1,8.0,3.1,5.8,5,3.66,0.56,2_성적 0.5이상 상승
ID01225,80.9,9.7,2.65,9.6,10,3.17,0.52,2_성적 0.5이상 상승
ID01227,88.2,6.7,3.77,8.3,5,4.0,0.22999999999999998,1_상위권 유지(Top 15%)
ID01231,99.8,4.4,3.86,7.6,7,4.0,0.14000000000000012,1_상위권 유지(Top 15%)
ID01232,91.9,6.2,3.38,8.3,8,3.93,0.5500000000000003,2_성적 0.5이상 상승
ID01233,98.8,5.9,3.5,5.6,8,4.0,0.5,2_성적 0.5이상 상승
ID01237,90.4,2.3,3.84,6.9,11,4.0,0.16000000000000014,1_상위권 유지(Top 15%)
ID01242,100.0,9.6,3.04,9.8,2,3.61,0.5699999999999998,2_성적 0.5이상 상승
ID01244,87.6,13.7,3.49,5.6,8,4.0,0.5099999999999998,2_성적 0.5이상 상승
ID01248,100.0,12.3,3.4,5.9,7,4.0,0.6000000000000001,2_성적 0.5이상 상승
ID01253,83.3,9.1,3.09,7.5,5,3.69,0.6000000000000001,2_성적 0.5이상 상승
ID01254,100.0,9.0,3.79,6.9,8,4.0,0.20999999999999996,1_상위권 유지(Top 15%)
ID01255,95.1,2.7,3.71,7.4,10,3.94,0.22999999999999998,1_상위권 유지(Top 15%)
ID01262,74.9,7.5,3.71,7.1,12,3.99,0.28000000000000025,1_상위권 유지(Top 15%)
ID01279,100.0,4.4,3.93,7.7,8,4.0,0.06999999999999984,1_상위권 유지(Top 15%)
ID01280,77.7,2.5,4.0,6.9,12,4.0,0.0,1_상위권 유지(Top 15%)
ID01306,82.7,14.0,2.9,6.2,9,3.65,0.75,2_성적 0.5이상 상승
ID01309,85.5,8.6,3.4,8.6,3,3.93,0.5300000000000002,2_성적 0.5이상 상승
ID01335,83.8,9.3,3.19,5.9,4,3.88,0.69,2_성적 0.5이상 상승
ID01336,93.2,6.5,2.82,6.9,11,3.32,0.5,2_성적 0.5이상 상승
ID01342,94.3,1.5,4.0,5.7,7,4.0,0.0,1_상위권 유지(Top 15%)
ID01345,65.8,9.0,3.86,10.0,7,3.9,0.040000000000000036,1_상위권 유지(Top 15%)
ID01351,100.0,2.5,3.83,8.4,10,4.0,0.16999999999999993,1_상위권 유지(Top 15%)
ID01360,88.2,3.8,3.98,6.3,7,4.0,0.020000000000000018,1_상위권 유지(Top 15%)
ID01361,92.3,14.0,3.4,5.6,6,4.0,0.6000000000000001,2_성적 0.5이상 상승
ID01364,100.0,4.2,3.65,8.5,5,3.91,0.26000000000000023,1_상위권 유지(Top 15%)
ID01371,95.0,6.4,3.37,6.5,10,3.96,0.5899999999999999,2_성적 0.5이상 상승
ID01375,98.4,1.2,4.0,4.5,12,4.0,0.0,1_상위권 유지(Top 15%)
ID01389,99.3,2.1,4.0,7.6,15,4.0,0.0,1_상위권 유지(Top 15%)
ID01406,94.5,9.0,3.25,7.5,5,3.92,0.6699999999999999,2_성적 0.5이상 상승
ID01409,76.6,6.9,3.89,7.0,6,3.97,0.08000000000000007,1_상위권 유지(Top 15%)
ID01416,81.1,8.3,3.88,7.0,7,4.0,0.1200000000000001,1_상위권 유지(Top 15%)
ID01422,82.7,4.1,3.58,9.2,11,3.88,0.2999999999999998,1_상위권 유지(Top 15%)
ID01441,100.0,7.3,2.79,6.9,9,3.29,0.5,2_성적 0.5이상 상승
ID01446,85.1,7.0,3.25,6.2,7,3.78,0.5299999999999998,2_성적 0.5이상 상승
ID01454,80.9,10.2,3.87,8.8,6,4.0,0.1299999999999999,1_상위권 유지(Top 15%)
ID01457,100.0,7.6,3.5,6.4,7,4.0,0.5,2_성적 0.5이상 상승
ID01458,91.7,13.4,4.0,7.8,5,4.0,0.0,1_상위권 유지(Top 15%)
ID01477,100.0,7.8,2.12,6.5,11,2.81,0.69,2_성적 0.5이상 상승
ID01478,100.0,4.8,3.37,6.3,4,3.87,0.5,2_성적 0.5이상 상승
ID01482,80.9,3.5,3.87,8.4,7,3.91,0.040000000000000036,1_상위권 유지(Top 15%)
ID01483,87.7,5.5,3.72,8.5,6,3.91,0.18999999999999995,1_상위권 유지(Top 15%)
ID01485,87.1,12.9,2.76,5.5,4,3.65,0.8900000000000001,2_성적 0.5이상 상승
ID01493,88.0,8.0,3.12,5.1,12,3.75,0.6299999999999999,2_성적 0.5이상 상승
ID01499,78.2,1.5,3.77,8.0,9,3.87,0.10000000000000009,1_상위권 유지(Top 15%)
ID01501,75.2,9.7,2.76,6.3,9,3.26,0.5,2_성적 0.5이상 상승
ID01504,74.9,8.0,3.85,7.3,10,3.91,0.06000000000000005,1_상위권 유지(Top 15%)
ID01505,98.3,2.1,3.91,8.8,3,4.0,0.08999999999999986,1_상위권 유지(Top 15%)
ID01507,96.7,5.0,3.88,6.2,9,4.0,0.1200000000000001,1_상위권 유지(Top 15%)
ID01519,86.3,12.0,2.6,7.4,7,3.41,0.81,2_성적 0.5이상 상승
ID01521,88.7,6.6,2.82,7.5,5,3.33,0.5100000000000002,2_성적 0.5이상 상승
ID01536,96.9,12.3,3.35,9.3,11,3.89,0.54,2_성적 0.5이상 상승
ID01550,100.0,5.9,3.01,6.4,8,3.54,0.5300000000000002,2_성적 0.5이상 상승
ID01570,87.7,4.2,3.81,8.3,11,4.0,0.18999999999999995,1_상위권 유지(Top 15%)
ID01576,88.3,5.0,3.85,7.0,9,4.0,0.1499999999999999,1_상위권 유지(Top 15%)
ID01578,85.1,14.0,3.43,8.6,10,4.0,0.5699999999999998,2_성적 0.5이상 상승
ID01579,100.0,1.8,3.66,9.5,7,3.96,0.2999999999999998,1_상위권 유지(Top 15%)
ID01580,91.0,5.0,2.36,7.1,4,2.93,0.5700000000000003,2_성적 0.5이상 상승
ID01593,88.8,3.7,3.95,6.8,5,4.0,0.04999999999999982,1_상위권 유지(Top 15%)
ID01600,76.9,5.8,3.7,7.9,9,4.0,0.2999999999999998,1_상위권 유지(Top 15%)
ID01607,79.9,2.3,4.0,8.6,11,3.96,-0.040000000000000036,1_상위권 유지(Top 15%)
ID01608,81.6,3.3,3.77,7.1,4,3.9,0.1299999999999999,1_상위권 유지(Top 15%)
